job_id,job_title,industry,location,salary_usd,skills_required,remote_option,company_size,posting_date
1036,Ai Engineer,Ai,Berlin,131441,"python, pytorch",No,Large,2025-10-30
1037,Smart Contract Engineer,Blockchain,Singapore,63375,"ethereum, rust",Yes,Large,2025-05-04
1038,Quantum Software Developer,Quantum Computing,Berlin,218430,"qiskit, quantum algorithms",Yes,Large,2025-05-23
1039,Smart Contract Engineer,Blockchain,Singapore,115183,"rust, solidity",Yes,Large,2025-04-21
1040,Blockchain Developer,Blockchain,London,115439,"rust, solidity",Yes,Large,2025-05-23
1041,Smart Contract Engineer,Blockchain,Dubai,196997,"ethereum, rust",No,Medium,2025-11-04
1042,Blockchain Developer,Blockchain,Dubai,144608,"solidity, ethereum",Yes,Large,2025-06-10
1043,Quantum Researcher,Quantum Computing,New York,58164,"quantum algorithms, qiskit",No,Medium,2025-04-13
1044,Blockchain Developer,Blockchain,Berlin,155160,"ethereum, rust",Yes,Large,2025-12-01
1045,Data Scientist,Ai,Tokyo,142768,"python, pytorch",Yes,Small,2025-03-08
1046,Data Scientist,Ai,Singapore,201360,"tensorflow, python",Yes,Small,2025-11-08
1047,Ai Engineer,Ai,Singapore,149911,"tensorflow, pytorch",No,Small,2025-04-21
1048,Ml Researcher,Ai,Dubai,230561,"pytorch, python",Yes,Small,2025-08-01
1049,Data Scientist,Ai,Singapore,73971,"tensorflow, python",Yes,Medium,2025-03-25
1050,Renewable Energy Engineer,Green Tech,Dubai,52498,"climate data analysis, energy modeling",No,Small,2025-01-12
1051,Ml Researcher,Ai,Singapore,114038,"tensorflow, pytorch",No,Large,2025-05-16
1052,Smart Contract Engineer,Blockchain,Tokyo,209181,"solidity, rust",Yes,Medium,2025-07-27
1053,Renewable Energy Engineer,Green Tech,London,206636,"energy modeling, climate data analysis",Yes,Medium,2025-08-01
1054,Sustainability Analyst,Green Tech,Dubai,206729,"energy modeling, climate data analysis",Yes,Small,2025-08-22
1055,Blockchain Developer,Blockchain,Berlin,59926,"rust, solidity",No,Small,2025-07-13
1056,Renewable Energy Engineer,Green Tech,Dubai,142709,"energy modeling, climate data analysis",No,Medium,2025-02-10
1057,Smart Contract Engineer,Blockchain,Berlin,207370,"solidity, ethereum",Yes,Medium,2025-05-12
1058,Smart Contract Engineer,Blockchain,New York,173541,"ethereum, solidity",Yes,Large,2025-06-17
1059,Quantum Software Developer,Quantum Computing,New York,52260,"linear algebra, quantum algorithms",Yes,Medium,2025-04-03
1060,Renewable Energy Engineer,Green Tech,New York,93425,"climate data analysis, energy modeling",No,Medium,2025-05-22
1061,Ml Researcher,Ai,Berlin,173595,"python, tensorflow",No,Large,2025-05-21
1062,Quantum Software Developer,Quantum Computing,Singapore,171100,"quantum algorithms, linear algebra",Yes,Medium,2025-06-02
1063,Sustainability Analyst,Green Tech,Berlin,56821,"energy modeling, climate data analysis",Yes,Medium,2025-05-06
1064,Sustainability Analyst,Green Tech,Dubai,63548,"energy modeling, climate data analysis",Yes,Large,2025-08-16
1065,Quantum Researcher,Quantum Computing,Berlin,186599,"quantum algorithms, linear algebra",Yes,Large,2025-11-25
1066,Sustainability Analyst,Green Tech,New York,211707,"energy modeling, climate data analysis",Yes,Large,2025-04-23
1067,Blockchain Developer,Blockchain,Tokyo,150592,"solidity, rust",Yes,Large,2025-04-16
1068,Quantum Researcher,Quantum Computing,Singapore,55851,"linear algebra, qiskit",Yes,Small,2025-08-06
1069,Sustainability Analyst,Green Tech,Berlin,222318,"energy modeling, climate data analysis",Yes,Small,2025-12-28
1070,Renewable Energy Engineer,Green Tech,London,132573,"energy modeling, climate data analysis",Yes,Large,2025-10-13
1071,Smart Contract Engineer,Blockchain,London,226365,"solidity, ethereum",No,Medium,2025-08-07
1072,Smart Contract Engineer,Blockchain,New York,96468,"rust, ethereum",No,Small,2025-03-18
1073,Smart Contract Engineer,Blockchain,Singapore,218721,"solidity, ethereum",No,Medium,2025-02-02
1074,Quantum Researcher,Quantum Computing,Singapore,131246,"quantum algorithms, qiskit",No,Small,2025-03-06
1075,Smart Contract Engineer,Blockchain,Dubai,99209,"ethereum, rust",Yes,Medium,2025-06-02
1076,Sustainability Analyst,Green Tech,Dubai,208163,"energy modeling, climate data analysis",Yes,Medium,2025-01-20
1077,Renewable Energy Engineer,Green Tech,Tokyo,107011,"energy modeling, climate data analysis",Yes,Large,2025-06-09
1078,Sustainability Analyst,Green Tech,Dubai,157858,"climate data analysis, energy modeling",No,Large,2025-01-28
1079,Sustainability Analyst,Green Tech,Dubai,181924,"energy modeling, climate data analysis",Yes,Medium,2025-10-17
1080,Renewable Energy Engineer,Green Tech,Berlin,90067,"climate data analysis, energy modeling",No,Large,2025-12-25
1081,Sustainability Analyst,Green Tech,Berlin,138544,"climate data analysis, energy modeling",Yes,Large,2025-04-09
1082,Ml Researcher,Ai,Berlin,56778,"python, pytorch",No,Large,2025-10-14
1083,Sustainability Analyst,Green Tech,Dubai,148300,"climate data analysis, energy modeling",Yes,Large,2025-04-18
1084,Quantum Software Developer,Quantum Computing,Dubai,247301,"quantum algorithms, qiskit",No,Medium,2025-03-15
1085,Smart Contract Engineer,Blockchain,London,243919,"rust, ethereum",Yes,Large,2025-03-11
1086,Quantum Software Developer,Quantum Computing,Berlin,58002,"qiskit, linear algebra",Yes,Medium,2025-03-26
1087,Data Scientist,Ai,Berlin,230249,"pytorch, tensorflow",Yes,Small,2025-11-26
1088,Blockchain Developer,Blockchain,Singapore,240558,"ethereum, solidity",Yes,Large,2025-02-07
1089,Quantum Software Developer,Quantum Computing,Berlin,171670,"qiskit, linear algebra",Yes,Small,2025-06-18
1090,Renewable Energy Engineer,Green Tech,London,114249,"climate data analysis, energy modeling",No,Small,2025-08-26
1091,Renewable Energy Engineer,Green Tech,Tokyo,197659,"climate data analysis, energy modeling",No,Large,2025-03-04
1092,Sustainability Analyst,Green Tech,Tokyo,212652,"climate data analysis, energy modeling",Yes,Small,2025-05-17
1093,Renewable Energy Engineer,Green Tech,Dubai,163078,"climate data analysis, energy modeling",No,Small,2025-11-22
1094,Blockchain Developer,Blockchain,London,192211,"solidity, ethereum",Yes,Medium,2025-06-02
1095,Renewable Energy Engineer,Green Tech,Berlin,149434,"climate data analysis, energy modeling",Yes,Large,2025-05-11
1096,Quantum Researcher,Quantum Computing,Dubai,199790,"linear algebra, quantum algorithms",No,Small,2025-03-28
1097,Renewable Energy Engineer,Green Tech,Tokyo,111059,"climate data analysis, energy modeling",Yes,Small,2025-05-04
1098,Blockchain Developer,Blockchain,Dubai,188194,"ethereum, solidity",No,Small,2025-08-02
1099,Quantum Researcher,Quantum Computing,Dubai,69697,"linear algebra, quantum algorithms",No,Large,2025-11-19
1100,Data Scientist,Ai,New York,154464,"tensorflow, python",Yes,Medium,2025-12-17
1101,Sustainability Analyst,Green Tech,Berlin,135091,"climate data analysis, energy modeling",No,Small,2025-05-01
1102,Quantum Software Developer,Quantum Computing,Berlin,188810,"qiskit, linear algebra",Yes,Small,2025-01-14
1103,Smart Contract Engineer,Blockchain,New York,76972,"ethereum, solidity",No,Small,2025-10-22
1104,Blockchain Developer,Blockchain,Dubai,235975,"solidity, ethereum",No,Large,2025-03-06
1105,Blockchain Developer,Blockchain,Singapore,82007,"rust, ethereum",Yes,Large,2025-01-22
1106,Renewable Energy Engineer,Green Tech,Dubai,129836,"climate data analysis, energy modeling",No,Large,2025-09-26
1107,Ml Researcher,Ai,Singapore,248461,"tensorflow, pytorch",No,Small,2025-02-03
1108,Sustainability Analyst,Green Tech,Singapore,247171,"climate data analysis, energy modeling",No,Large,2025-06-02
1109,Blockchain Developer,Blockchain,Tokyo,163701,"ethereum, rust",Yes,Small,2025-06-25
1110,Smart Contract Engineer,Blockchain,New York,204810,"solidity, rust",No,Large,2025-12-17
1111,Renewable Energy Engineer,Green Tech,Dubai,136982,"energy modeling, climate data analysis",Yes,Medium,2025-02-21
1112,Quantum Software Developer,Quantum Computing,New York,233393,"linear algebra, qiskit",Yes,Small,2025-07-27
1113,Blockchain Developer,Blockchain,Tokyo,51405,"rust, ethereum",No,Medium,2025-02-13
1114,Blockchain Developer,Blockchain,Singapore,188511,"ethereum, rust",No,Small,2025-02-07
1115,Data Scientist,Ai,London,90023,"tensorflow, python",Yes,Medium,2025-06-26
1116,Quantum Researcher,Quantum Computing,Berlin,240786,"quantum algorithms, qiskit",Yes,Small,2025-11-10
1117,Data Scientist,Ai,Berlin,245185,"pytorch, python",Yes,Large,2025-09-12
1118,Smart Contract Engineer,Blockchain,Dubai,129560,"ethereum, rust",Yes,Small,2025-09-29
1119,Sustainability Analyst,Green Tech,New York,90806,"energy modeling, climate data analysis",No,Small,2025-11-16
1120,Quantum Researcher,Quantum Computing,Dubai,84404,"quantum algorithms, qiskit",Yes,Medium,2025-11-19
1121,Renewable Energy Engineer,Green Tech,New York,166360,"climate data analysis, energy modeling",No,Large,2025-11-05
1122,Quantum Software Developer,Quantum Computing,Dubai,52493,"linear algebra, quantum algorithms",No,Small,2025-12-30
1123,Ml Researcher,Ai,New York,128446,"pytorch, tensorflow",Yes,Large,2025-01-03
1124,Smart Contract Engineer,Blockchain,London,202195,"solidity, rust",Yes,Large,2025-03-23
1125,Ml Researcher,Ai,Singapore,89101,"tensorflow, pytorch",No,Large,2025-02-13
1126,Sustainability Analyst,Green Tech,Berlin,155062,"energy modeling, climate data analysis",No,Large,2025-04-02
1127,Quantum Researcher,Quantum Computing,Dubai,177748,"quantum algorithms, linear algebra",No,Large,2025-06-04
1128,Quantum Researcher,Quantum Computing,Singapore,235332,"linear algebra, quantum algorithms",Yes,Medium,2025-11-18
1129,Blockchain Developer,Blockchain,Tokyo,159893,"rust, solidity",Yes,Medium,2025-02-05
1130,Quantum Researcher,Quantum Computing,London,183854,"qiskit, linear algebra",Yes,Small,2025-08-01
1131,Renewable Energy Engineer,Green Tech,Singapore,71971,"energy modeling, climate data analysis",Yes,Large,2025-09-06
1132,Sustainability Analyst,Green Tech,Berlin,117593,"energy modeling, climate data analysis",No,Medium,2025-12-16
1133,Quantum Researcher,Quantum Computing,New York,137886,"linear algebra, quantum algorithms",Yes,Large,2025-01-31
1134,Sustainability Analyst,Green Tech,New York,172983,"energy modeling, climate data analysis",No,Medium,2025-09-20
1135,Smart Contract Engineer,Blockchain,New York,208545,"rust, ethereum",No,Large,2025-01-06
1136,Quantum Software Developer,Quantum Computing,Tokyo,172456,"qiskit, linear algebra",No,Large,2025-06-11
1137,Data Scientist,Ai,Berlin,234423,"tensorflow, pytorch",No,Medium,2025-06-16
1138,Quantum Researcher,Quantum Computing,Tokyo,129638,"quantum algorithms, qiskit",No,Large,2025-12-27
1139,Ml Researcher,Ai,Berlin,136218,"tensorflow, python",No,Large,2025-09-20
1140,Sustainability Analyst,Green Tech,Singapore,147586,"climate data analysis, energy modeling",Yes,Large,2025-11-21
1141,Sustainability Analyst,Green Tech,Singapore,185367,"energy modeling, climate data analysis",No,Medium,2025-06-27
1142,Sustainability Analyst,Green Tech,Berlin,218438,"climate data analysis, energy modeling",No,Large,2025-07-17
1143,Renewable Energy Engineer,Green Tech,Tokyo,168912,"energy modeling, climate data analysis",Yes,Medium,2025-06-21
1144,Ml Researcher,Ai,New York,203686,"tensorflow, python",No,Medium,2025-01-21
1145,Quantum Software Developer,Quantum Computing,New York,153772,"quantum algorithms, linear algebra",Yes,Medium,2025-07-02
1146,Quantum Researcher,Quantum Computing,London,136948,"linear algebra, quantum algorithms",No,Medium,2025-02-21
1147,Data Scientist,Ai,New York,54468,"pytorch, python",No,Small,2025-01-22
1148,Blockchain Developer,Blockchain,Singapore,124765,"ethereum, solidity",No,Large,2025-12-20
1149,Quantum Researcher,Quantum Computing,Singapore,239965,"quantum algorithms, linear algebra",No,Small,2025-10-04
1150,Smart Contract Engineer,Blockchain,Dubai,225124,"ethereum, solidity",No,Large,2025-07-24
1151,Renewable Energy Engineer,Green Tech,Tokyo,227100,"energy modeling, climate data analysis",Yes,Medium,2025-08-28
1152,Quantum Researcher,Quantum Computing,New York,166851,"quantum algorithms, linear algebra",Yes,Large,2025-04-23
1153,Renewable Energy Engineer,Green Tech,Tokyo,130815,"energy modeling, climate data analysis",No,Medium,2025-02-06
1154,Ai Engineer,Ai,Dubai,67226,"pytorch, tensorflow",Yes,Small,2025-08-01
1155,Smart Contract Engineer,Blockchain,Tokyo,108051,"rust, ethereum",No,Large,2025-05-28
1156,Ai Engineer,Ai,Tokyo,240730,"tensorflow, python",No,Small,2025-05-19
1157,Smart Contract Engineer,Blockchain,London,188515,"rust, ethereum",No,Large,2025-07-20
1158,Smart Contract Engineer,Blockchain,New York,158879,"solidity, rust",No,Large,2025-12-16
1159,Sustainability Analyst,Green Tech,Berlin,130943,"energy modeling, climate data analysis",Yes,Small,2025-12-15
1160,Blockchain Developer,Blockchain,London,220236,"rust, ethereum",Yes,Small,2025-10-23
1161,Quantum Software Developer,Quantum Computing,Singapore,155812,"quantum algorithms, qiskit",Yes,Medium,2025-04-30
1162,Quantum Researcher,Quantum Computing,Dubai,110536,"qiskit, quantum algorithms",No,Medium,2025-05-17
1163,Quantum Researcher,Quantum Computing,London,91102,"qiskit, linear algebra",Yes,Small,2025-01-18
1164,Quantum Software Developer,Quantum Computing,Singapore,166707,"quantum algorithms, qiskit",No,Small,2025-05-24
1165,Ml Researcher,Ai,New York,210126,"pytorch, tensorflow",No,Large,2025-12-20
1166,Smart Contract Engineer,Blockchain,Dubai,179553,"ethereum, rust",Yes,Medium,2025-01-21
1167,Ml Researcher,Ai,Singapore,231207,"tensorflow, pytorch",Yes,Medium,2025-01-30
1168,Blockchain Developer,Blockchain,Tokyo,238713,"solidity, ethereum",Yes,Medium,2025-07-18
1169,Quantum Software Developer,Quantum Computing,London,197645,"linear algebra, qiskit",No,Small,2025-12-03
1170,Renewable Energy Engineer,Green Tech,London,111069,"energy modeling, climate data analysis",No,Medium,2025-09-23
1171,Quantum Software Developer,Quantum Computing,Dubai,62408,"linear algebra, qiskit",Yes,Large,2025-04-23
1172,Ai Engineer,Ai,Tokyo,98883,"tensorflow, pytorch",No,Large,2025-09-09
1173,Sustainability Analyst,Green Tech,London,76913,"energy modeling, climate data analysis",Yes,Large,2025-07-12
1174,Quantum Software Developer,Quantum Computing,New York,194668,"linear algebra, quantum algorithms",No,Small,2025-12-28
1175,Sustainability Analyst,Green Tech,Singapore,231344,"energy modeling, climate data analysis",Yes,Large,2025-05-08
1176,Sustainability Analyst,Green Tech,Berlin,213873,"energy modeling, climate data analysis",No,Large,2025-04-26
1177,Sustainability Analyst,Green Tech,London,156480,"energy modeling, climate data analysis",No,Large,2025-06-26
1178,Blockchain Developer,Blockchain,Dubai,237375,"solidity, rust",No,Large,2025-01-16
1179,Quantum Software Developer,Quantum Computing,Tokyo,208286,"quantum algorithms, qiskit",No,Large,2025-12-10
1180,Ai Engineer,Ai,Singapore,108243,"tensorflow, python",Yes,Medium,2025-01-02
1181,Blockchain Developer,Blockchain,Berlin,134954,"ethereum, solidity",Yes,Medium,2025-03-03
1182,Smart Contract Engineer,Blockchain,London,148798,"solidity, ethereum",No,Medium,2025-04-04
1183,Ml Researcher,Ai,Singapore,189202,"python, tensorflow",Yes,Medium,2025-08-08
1184,Quantum Software Developer,Quantum Computing,Dubai,138334,"quantum algorithms, qiskit",No,Medium,2025-05-18
1185,Sustainability Analyst,Green Tech,Berlin,187667,"climate data analysis, energy modeling",Yes,Small,2025-11-26
1186,Quantum Software Developer,Quantum Computing,Dubai,193948,"qiskit, linear algebra",No,Medium,2025-11-09
1187,Quantum Researcher,Quantum Computing,New York,247792,"quantum algorithms, qiskit",No,Small,2025-12-19
1188,Ml Researcher,Ai,Singapore,215162,"pytorch, python",Yes,Medium,2025-06-06
1189,Quantum Software Developer,Quantum Computing,Dubai,237272,"quantum algorithms, qiskit",No,Medium,2025-10-19
1190,Quantum Researcher,Quantum Computing,Tokyo,70446,"quantum algorithms, linear algebra",No,Medium,2025-09-10
1191,Quantum Researcher,Quantum Computing,New York,55830,"linear algebra, qiskit",No,Small,2025-04-07
1192,Ml Researcher,Ai,Tokyo,194341,"python, tensorflow",Yes,Large,2025-09-28
1193,Quantum Researcher,Quantum Computing,London,214494,"linear algebra, quantum algorithms",No,Medium,2025-04-12
1194,Quantum Researcher,Quantum Computing,Dubai,194941,"linear algebra, quantum algorithms",Yes,Small,2025-10-14
1195,Blockchain Developer,Blockchain,Dubai,166102,"rust, ethereum",Yes,Small,2025-11-20
1196,Quantum Researcher,Quantum Computing,Tokyo,61490,"qiskit, quantum algorithms",No,Large,2025-02-28
1197,Sustainability Analyst,Green Tech,Singapore,103611,"energy modeling, climate data analysis",No,Medium,2025-08-17
1198,Data Scientist,Ai,New York,134143,"tensorflow, pytorch",Yes,Small,2025-12-12
1199,Smart Contract Engineer,Blockchain,Singapore,167644,"rust, ethereum",No,Medium,2025-12-23
1200,Data Scientist,Ai,Singapore,237143,"python, tensorflow",No,Medium,2025-12-05
1201,Data Scientist,Ai,Tokyo,62098,"pytorch, python",No,Medium,2025-10-02
1202,Quantum Researcher,Quantum Computing,Tokyo,228210,"qiskit, linear algebra",Yes,Medium,2025-03-31
1203,Quantum Software Developer,Quantum Computing,New York,75448,"qiskit, linear algebra",No,Small,2025-04-17
1204,Quantum Software Developer,Quantum Computing,Singapore,136678,"linear algebra, quantum algorithms",Yes,Small,2025-12-31
1205,Blockchain Developer,Blockchain,Singapore,218050,"ethereum, solidity",Yes,Large,2025-11-09
1206,Ai Engineer,Ai,Tokyo,173183,"python, tensorflow",No,Medium,2025-02-08
1207,Quantum Researcher,Quantum Computing,Dubai,112684,"linear algebra, qiskit",Yes,Small,2025-05-25
1208,Blockchain Developer,Blockchain,Berlin,67727,"ethereum, solidity",Yes,Medium,2025-01-01
1209,Blockchain Developer,Blockchain,Dubai,239552,"rust, ethereum",Yes,Small,2025-03-15
1210,Sustainability Analyst,Green Tech,London,170932,"energy modeling, climate data analysis",Yes,Large,2025-10-23
1211,Ml Researcher,Ai,Berlin,88426,"pytorch, python",Yes,Medium,2025-07-08
1212,Smart Contract Engineer,Blockchain,New York,120200,"solidity, rust",Yes,Medium,2025-01-12
1213,Sustainability Analyst,Green Tech,New York,237247,"energy modeling, climate data analysis",Yes,Small,2025-02-05
1214,Blockchain Developer,Blockchain,Berlin,98029,"rust, solidity",Yes,Small,2025-07-27
1215,Quantum Researcher,Quantum Computing,Dubai,74460,"linear algebra, qiskit",No,Medium,2025-02-28
1216,Blockchain Developer,Blockchain,Singapore,75862,"solidity, ethereum",No,Small,2025-11-23
1217,Data Scientist,Ai,Tokyo,113566,"pytorch, python",Yes,Large,2025-05-27
1218,Blockchain Developer,Blockchain,New York,128871,"ethereum, rust",Yes,Small,2025-09-03
1219,Quantum Software Developer,Quantum Computing,Dubai,198903,"quantum algorithms, linear algebra",Yes,Large,2025-06-24
1220,Ai Engineer,Ai,New York,102777,"pytorch, tensorflow",No,Small,2025-05-09
1221,Ml Researcher,Ai,London,240458,"python, tensorflow",Yes,Small,2025-03-18
1222,Blockchain Developer,Blockchain,New York,138531,"solidity, rust",No,Medium,2025-01-15
1223,Ai Engineer,Ai,Tokyo,113853,"python, tensorflow",Yes,Small,2025-05-26
1224,Quantum Software Developer,Quantum Computing,Dubai,239086,"linear algebra, quantum algorithms",Yes,Medium,2025-11-23
1225,Smart Contract Engineer,Blockchain,Dubai,241303,"ethereum, solidity",Yes,Large,2025-05-31
1226,Quantum Software Developer,Quantum Computing,Tokyo,128887,"quantum algorithms, qiskit",Yes,Small,2025-08-21
1227,Quantum Software Developer,Quantum Computing,Dubai,115614,"quantum algorithms, qiskit",No,Large,2025-08-26
1228,Sustainability Analyst,Green Tech,Tokyo,187997,"energy modeling, climate data analysis",No,Medium,2025-03-10
1229,Smart Contract Engineer,Blockchain,Tokyo,65833,"ethereum, solidity",No,Large,2025-02-18
1230,Quantum Researcher,Quantum Computing,Berlin,123495,"quantum algorithms, linear algebra",No,Medium,2025-10-08
1231,Sustainability Analyst,Green Tech,New York,137581,"climate data analysis, energy modeling",No,Medium,2025-09-30
1232,Smart Contract Engineer,Blockchain,New York,164238,"solidity, ethereum",Yes,Small,2025-07-08
1233,Smart Contract Engineer,Blockchain,Tokyo,62468,"ethereum, solidity",No,Large,2025-03-05
1234,Quantum Software Developer,Quantum Computing,Dubai,93183,"qiskit, linear algebra",Yes,Medium,2025-09-18
1235,Quantum Software Developer,Quantum Computing,Dubai,246337,"linear algebra, quantum algorithms",Yes,Small,2025-07-14
1236,Blockchain Developer,Blockchain,New York,87152,"solidity, rust",No,Small,2025-06-02
1237,Quantum Software Developer,Quantum Computing,London,154645,"qiskit, quantum algorithms",Yes,Medium,2025-03-28
1238,Quantum Software Developer,Quantum Computing,Tokyo,226942,"qiskit, quantum algorithms",Yes,Large,2025-01-20
1239,Smart Contract Engineer,Blockchain,London,199302,"solidity, ethereum",No,Small,2025-01-14
1240,Ai Engineer,Ai,Singapore,151913,"pytorch, python",Yes,Small,2025-12-08
1241,Quantum Researcher,Quantum Computing,London,154093,"quantum algorithms, qiskit",No,Large,2025-08-19
1242,Sustainability Analyst,Green Tech,London,248808,"energy modeling, climate data analysis",Yes,Medium,2025-08-21
1243,Quantum Researcher,Quantum Computing,New York,229671,"qiskit, linear algebra",No,Large,2025-03-16
1244,Renewable Energy Engineer,Green Tech,New York,233698,"energy modeling, climate data analysis",No,Large,2025-07-16
1245,Quantum Researcher,Quantum Computing,Tokyo,210913,"qiskit, linear algebra",No,Large,2025-12-10
1246,Blockchain Developer,Blockchain,London,60983,"rust, ethereum",Yes,Small,2025-02-26
1247,Quantum Software Developer,Quantum Computing,Singapore,69069,"linear algebra, qiskit",No,Medium,2025-01-09
1248,Quantum Software Developer,Quantum Computing,New York,202077,"quantum algorithms, qiskit",Yes,Large,2025-10-05
1249,Data Scientist,Ai,Berlin,239094,"tensorflow, pytorch",Yes,Small,2025-10-22
1250,Sustainability Analyst,Green Tech,Dubai,189761,"climate data analysis, energy modeling",Yes,Medium,2025-12-28
1251,Sustainability Analyst,Green Tech,Berlin,228179,"energy modeling, climate data analysis",No,Large,2025-06-22
1252,Sustainability Analyst,Green Tech,Tokyo,154175,"energy modeling, climate data analysis",Yes,Small,2025-02-14
1253,Blockchain Developer,Blockchain,Dubai,127552,"ethereum, solidity",No,Medium,2025-04-11
1254,Sustainability Analyst,Green Tech,Dubai,203473,"energy modeling, climate data analysis",No,Large,2025-06-07
1255,Data Scientist,Ai,Berlin,84253,"pytorch, tensorflow",Yes,Large,2025-06-19
1256,Blockchain Developer,Blockchain,Tokyo,143944,"ethereum, solidity",Yes,Small,2025-10-24
1257,Ml Researcher,Ai,Tokyo,243443,"python, tensorflow",Yes,Large,2025-11-03
1258,Ai Engineer,Ai,New York,170046,"python, tensorflow",No,Medium,2025-08-28
1259,Blockchain Developer,Blockchain,Dubai,161634,"ethereum, solidity",No,Small,2025-08-26
1260,Sustainability Analyst,Green Tech,London,241824,"climate data analysis, energy modeling",No,Medium,2025-07-23
1261,Quantum Researcher,Quantum Computing,Singapore,102087,"linear algebra, qiskit",No,Large,2025-04-27
1262,Sustainability Analyst,Green Tech,New York,93030,"energy modeling, climate data analysis",Yes,Small,2025-02-17
1263,Ai Engineer,Ai,Tokyo,219623,"pytorch, python",Yes,Small,2025-01-09
1264,Sustainability Analyst,Green Tech,Tokyo,99156,"climate data analysis, energy modeling",No,Small,2025-02-11
1265,Sustainability Analyst,Green Tech,Tokyo,94096,"climate data analysis, energy modeling",Yes,Medium,2025-02-04
1266,Smart Contract Engineer,Blockchain,Singapore,183991,"solidity, ethereum",Yes,Medium,2025-08-21
1267,Data Scientist,Ai,Singapore,237868,"tensorflow, python",Yes,Large,2025-05-18
1268,Blockchain Developer,Blockchain,New York,57198,"ethereum, solidity",No,Small,2025-07-16
1269,Sustainability Analyst,Green Tech,Dubai,221069,"climate data analysis, energy modeling",No,Medium,2025-01-05
1270,Quantum Researcher,Quantum Computing,Dubai,119416,"qiskit, quantum algorithms",No,Medium,2025-01-02
1271,Ml Researcher,Ai,New York,76053,"tensorflow, python",Yes,Large,2025-01-03
1272,Quantum Researcher,Quantum Computing,Dubai,213186,"linear algebra, quantum algorithms",No,Small,2025-08-17
1273,Quantum Researcher,Quantum Computing,New York,179179,"linear algebra, quantum algorithms",No,Small,2025-03-28
1274,Renewable Energy Engineer,Green Tech,New York,59748,"energy modeling, climate data analysis",Yes,Small,2025-09-29
1275,Blockchain Developer,Blockchain,Dubai,85333,"rust, ethereum",Yes,Small,2025-11-23
1276,Renewable Energy Engineer,Green Tech,Singapore,197893,"climate data analysis, energy modeling",No,Large,2025-04-25
1277,Blockchain Developer,Blockchain,Singapore,86753,"ethereum, rust",Yes,Large,2025-06-02
1278,Ml Researcher,Ai,London,55347,"tensorflow, python",No,Large,2025-07-28
1279,Sustainability Analyst,Green Tech,New York,95040,"climate data analysis, energy modeling",No,Large,2025-09-11
1280,Sustainability Analyst,Green Tech,London,143214,"energy modeling, climate data analysis",No,Medium,2025-12-25
1281,Quantum Researcher,Quantum Computing,London,134688,"quantum algorithms, linear algebra",Yes,Small,2025-07-28
1282,Blockchain Developer,Blockchain,Berlin,131007,"ethereum, rust",No,Small,2025-01-16
1283,Quantum Researcher,Quantum Computing,Singapore,226491,"quantum algorithms, qiskit",Yes,Large,2025-08-07
1284,Blockchain Developer,Blockchain,New York,225771,"solidity, rust",Yes,Medium,2025-05-30
1285,Renewable Energy Engineer,Green Tech,Dubai,132291,"climate data analysis, energy modeling",No,Small,2025-12-20
1286,Ai Engineer,Ai,New York,130594,"python, pytorch",No,Medium,2025-08-03
1287,Smart Contract Engineer,Blockchain,Tokyo,151735,"rust, ethereum",No,Medium,2025-01-18
1288,Blockchain Developer,Blockchain,Tokyo,233825,"solidity, rust",Yes,Small,2025-03-29
1289,Ml Researcher,Ai,Dubai,160357,"python, tensorflow",Yes,Medium,2025-08-27
1290,Quantum Software Developer,Quantum Computing,New York,119347,"linear algebra, qiskit",No,Large,2025-11-25
1291,Quantum Researcher,Quantum Computing,London,154652,"quantum algorithms, qiskit",Yes,Medium,2025-11-29
1292,Smart Contract Engineer,Blockchain,Singapore,121575,"rust, solidity",Yes,Medium,2025-09-03
1293,Ai Engineer,Ai,Singapore,187597,"tensorflow, pytorch",No,Large,2025-09-05
1294,Blockchain Developer,Blockchain,Berlin,135669,"ethereum, rust",No,Medium,2025-11-05
1295,Ai Engineer,Ai,Berlin,54526,"pytorch, tensorflow",No,Medium,2025-12-05
1296,Ml Researcher,Ai,London,103687,"tensorflow, pytorch",Yes,Medium,2025-03-31
1297,Smart Contract Engineer,Blockchain,Dubai,162055,"rust, ethereum",No,Large,2025-08-03
1298,Ai Engineer,Ai,Tokyo,150059,"python, tensorflow",No,Small,2025-03-26
1299,Quantum Software Developer,Quantum Computing,Tokyo,137817,"qiskit, quantum algorithms",No,Large,2025-07-21
1300,Ml Researcher,Ai,London,55207,"python, pytorch",No,Medium,2025-07-14
1301,Blockchain Developer,Blockchain,London,214326,"rust, ethereum",Yes,Medium,2025-07-01
1302,Blockchain Developer,Blockchain,Tokyo,248107,"ethereum, solidity",Yes,Medium,2025-08-18
1303,Data Scientist,Ai,Dubai,82074,"tensorflow, pytorch",No,Medium,2025-03-14
1304,Ai Engineer,Ai,Tokyo,203862,"python, pytorch",No,Small,2025-06-17
1305,Smart Contract Engineer,Blockchain,Singapore,209983,"rust, ethereum",No,Medium,2025-08-19
1306,Quantum Software Developer,Quantum Computing,London,148076,"linear algebra, quantum algorithms",Yes,Large,2025-08-14
1307,Blockchain Developer,Blockchain,Berlin,83541,"rust, solidity",Yes,Large,2025-05-08
